N,P,K,Ph,Temperature(C),Rainfall(cm),Humidity,Crop
81,84,54,6,25,195,80,banana
3,121,195,6.3,9,110,65,apple
84,35,18,7.1,29,66,51,maize
14,29,33,7.3,22,153,71,coconut
97,40,40,5.8,26,123,73,rice
12,63,16,6.8,25,54,68,kidneybeans
20,71,21,6.5,27,79,66,kidneybeans
85,82,50,5.7,24,167,80,banana
105,77,49,5.6,25,150,76,banana
1,27,39,6.4,36,80,63,pomegranate
96,35,40,5.6,29,102,75,rice
82,21,52,6.9,20,99,79,muskmelon
107,14,46,6.4,20,83,80,watermelon
96,21,45,6.4,20,90,73,watermelon
54,73,24,6.6,28,67,69,blackgram
30,133,198,6.3,20,38,70,grapes
88,43,18,6.6,20,82,53,maize
27,19,35,6.8,23,88,65,pomegranate
17,57,23,6.1,29,75,64,lentil
89,29,50,6.1,20,77,74,watermelon
26,142,197,6.6,9,135,66,apple
17,72,22,6.8,23,74,63,lentil
11,27,31,6.2,20,191,71,mango
21,63,20,6.4,21,62,62,kidneybeans
8,14,11,6.2,26,148,65,orange
23,64,20,7.1,24,75,60,blackgram
28,76,16,6.3,20,75,67,kidneybeans
69,54,18,6.3,20,65,53,maize
22,120,195,6.2,6,111,61,apple
19,61,23,6.5,20,53,61,kidneybeans
22,40,30,7.4,31,179,76,mango
26,80,22,6.3,24,67,69,lentil
28,61,19,7.1,28,60,67,blackgram
15,59,17,6.6,29,65,67,mothbeans
76,38,37,6.9,32,123,79,rice
83,83,54,6.6,27,187,71,banana
15,63,17,6.9,30,69,65,lentil
4,56,16,6,30,54,70,pigeonpeas
40,22,30,7.2,31,186,80,mango
40,5,39,6.7,31,73,70,pomegranate
70,54,45,6.4,34,128,76,rice
90,23,46,6,20,62,70,watermelon
91,49,19,6.5,24,64,55,maize
113,12,48,6.9,20,71,73,muskmelon
125,56,20,7,30,99,61,cotton
99,95,50,5.8,30,162,76,banana
27,46,20,6.5,22,65,70,mungbean
114,15,51,6.7,20,66,73,watermelon
17,48,19,6.7,20,64,68,mungbean
95,26,53,6.7,20,100,79,muskmelon
35,56,53,6.5,20,103,79,papaya
111,12,47,6.9,20,54,72,watermelon
4,136,205,6.9,7,121,64,apple
37,55,15,6.9,21,73,60,kidneybeans
110,54,22,6.9,30,53,70,cotton
103,49,24,6.1,24,70,63,cotton
36,21,25,6.6,35,163,70,coconut
17,66,23,6.1,21,80,69,lentil
20,75,23,6.4,32,75,68,blackgram
33,36,15,6.8,32,52,64,mothbeans
84,13,55,6.6,20,65,70,watermelon
107,59,25,6.2,20,56,63,cotton
93,58,35,5.6,23,102,79,rice
91,7,47,6.1,20,67,78,muskmelon
27,64,84,6.2,26,36,65,chickpea
3,76,25,6.9,28,65,68,kidneybeans
51,60,83,7.1,20,93,67,chickpea
61,60,46,6.5,30,150,79,papaya
23,25,27,7.1,24,120,71,mango
87,51,24,7.4,23,64,54,maize
1,8,30,6.6,32,165,77,coconut
34,23,37,6.3,31,77,70,pomegranate
80,48,16,6.1,22,73,60,maize
75,41,43,6,28,126,80,rice
9,5,33,7,21,161,75,coconut
92,15,46,6.7,20,63,71,watermelon
87,6,46,6.5,20,66,74,watermelon
96,36,41,6.6,25,129,80,rice
15,56,15,6.3,30,74,60,lentil
17,72,16,6.7,27,93,68,lentil
33,53,50,6.1,28,121,75,papaya
28,70,82,7,20,82,62,chickpea
34,56,25,6.9,24,97,61,pigeonpeas
22,49,20,6.2,34,94,63,mothbeans
78,56,38,5.9,29,121,74,rice
39,74,23,6.1,24,69,68,pigeonpeas
32,73,15,6.6,28,53,62,lentil
122,46,15,6.1,20,64,66,cotton
48,70,50,6.9,25,148,72,papaya
95,40,39,6.3,25,115,80,rice
6,16,35,6.9,25,137,80,mango
24,42,23,6,20,67,65,mothbeans
37,57,24,6.9,33,81,69,blackgram
32,58,17,6.7,33,85,62,mothbeans
31,27,26,7.2,30,174,77,mango
13,17,34,6.3,32,142,78,mango
110,55,20,6.3,24,82,60,cotton
10,59,20,7.3,21,53,69,mothbeans
8,145,198,6.2,13,92,63,grapes
39,50,15,6.1,20,51,65,mungbean
33,10,27,7.5,35,151,80,coconut
8,138,198,6.4,9,78,68,apple
34,57,16,6.1,26,87,70,kidneybeans
89,18,53,6.2,20,86,79,muskmelon
16,141,205,6.9,18,87,69,grapes
26,35,16,7.5,22,92,63,mothbeans
102,18,48,6,20,88,71,muskmelon
7,35,22,6.4,28,58,64,mothbeans
3,53,17,6.7,24,71,70,mungbean
40,38,33,7,35,185,70,mango
9,126,197,6.9,8,103,65,apple
11,49,19,7.2,31,74,65,mothbeans
28,77,75,7.3,23,57,68,chickpea
37,21,32,7.4,34,197,79,mango
32,8,14,6.1,23,96,61,orange
12,73,24,6.4,20,97,62,lentil
23,63,25,6.9,28,91,67,lentil
82,36,41,6.8,22,132,70,rice
40,60,15,7,35,90,63,mungbean
86,14,50,6.2,20,81,74,watermelon
15,69,15,6.7,23,59,61,pigeonpeas
15,40,20,6.5,34,82,64,mothbeans
26,54,22,7,22,79,64,mothbeans
44,78,25,6.9,27,94,61,blackgram
14,70,25,6.8,26,63,68,pigeonpeas
135,52,22,6.2,23,96,60,cotton
10,57,23,6.1,22,86,70,pigeonpeas
108,38,24,6.1,30,92,69,cotton
16,49,24,6.9,28,84,63,mothbeans
21,65,16,7.2,24,55,65,blackgram
84,18,50,6.2,20,98,70,watermelon
36,19,25,6.5,34,158,79,coconut
10,66,20,6.3,24,69,65,lentil
117,23,49,6.5,20,54,73,muskmelon
46,54,45,6.5,23,94,72,papaya
26,23,11,6.8,30,150,69,orange
113,78,54,6.1,21,189,80,banana
86,10,54,6.9,20,100,74,watermelon
36,49,20,7,32,67,61,mothbeans
5,77,15,6.3,29,83,68,kidneybeans
29,14,5,6.8,29,126,67,orange
24,50,23,6.9,20,56,65,mungbean
25,135,199,6.7,12,78,69,grapes
19,130,205,6.7,17,38,63,grapes
24,29,37,6.9,39,77,66,pomegranate
34,16,44,7,30,75,68,pomegranate
76,45,17,7.3,26,52,50,maize
1,15,35,6.8,26,90,62,pomegranate
80,54,18,7.2,26,70,58,maize
22,65,84,6.5,24,29,66,chickpea
110,29,48,6.8,20,59,73,muskmelon
8,11,39,6.2,40,94,69,pomegranate
23,21,5,7,29,135,65,orange
69,53,47,6.9,25,117,80,papaya
7,75,15,6.9,31,97,70,pigeonpeas
0,74,24,5.5,32,85,65,pigeonpeas
29,60,16,7.4,20,60,67,pigeonpeas
42,80,20,6.8,21,98,70,blackgram
5,142,201,7,8,117,62,apple
26,22,12,6.1,21,106,70,orange
21,122,198,6.7,13,55,69,grapes
16,12,13,6.9,30,86,67,orange
100,11,50,6.3,20,73,79,watermelon
128,56,17,6.2,26,56,69,cotton
49,58,80,7.2,24,27,70,chickpea
23,129,204,6.6,7,134,69,apple
51,77,15,7.5,25,83,66,blackgram
123,41,24,7,29,77,63,cotton
53,77,82,6.9,24,77,64,chickpea
117,85,51,5.8,29,164,79,banana
102,35,22,6.7,27,83,69,cotton
11,9,30,6.2,28,154,72,coconut
6,24,8,6.8,28,141,64,orange
25,128,202,6.9,20,59,60,grapes
92,12,52,6.9,20,72,79,watermelon
17,74,18,6.3,28,92,63,kidneybeans
61,54,37,6.7,34,133,79,rice
7,44,24,6.4,23,72,61,mungbean
51,63,50,6.2,23,122,75,papaya
2,63,22,7,30,65,68,pigeonpeas
14,122,195,6.6,9,145,66,apple
22,137,198,6.7,8,124,65,apple
98,44,37,6.8,28,131,75,rice
34,52,24,7.1,20,85,66,mothbeans
4,136,196,6.6,5,131,70,apple
87,8,49,6.5,20,89,75,muskmelon
15,13,26,6,23,186,76,coconut
87,84,51,5.7,30,172,77,banana
5,62,25,7,27,50,63,lentil
73,45,24,6.1,24,71,56,maize
1,23,30,6.4,28,152,72,coconut
30,51,17,6.9,29,70,67,mungbean
92,89,47,5.6,21,183,76,banana
15,133,201,6.1,19,85,68,grapes
2,142,203,6.5,7,132,70,apple
25,10,30,6.1,25,172,73,coconut
1,35,23,7,21,64,70,mothbeans
36,20,35,6.8,24,163,74,coconut
30,137,199,6.6,19,29,62,grapes
21,74,20,6.1,24,71,64,pigeonpeas
98,11,46,6.7,20,73,79,watermelon
37,124,204,6.6,7,92,68,apple
92,26,52,6.5,20,65,79,watermelon
26,26,25,7,26,150,76,mango
85,41,17,7.2,29,73,54,maize
98,17,52,6.1,20,66,80,watermelon
14,74,16,6.5,28,87,70,pigeonpeas
32,56,22,7.5,30,52,68,mothbeans
29,79,80,6.2,28,86,60,chickpea
6,25,39,6.2,25,98,66,pomegranate
31,72,21,6.8,22,99,66,kidneybeans
21,145,196,6.1,20,31,63,grapes
33,70,52,6.1,21,125,78,papaya
63,61,51,6.9,27,79,77,papaya
96,11,50,6.6,20,68,79,watermelon
91,11,48,6.4,20,100,70,watermelon
60,39,23,7.2,28,71,56,maize
128,46,21,6.9,29,74,64,cotton
21,70,22,6.4,26,78,62,kidneybeans
52,68,83,7.1,21,53,64,chickpea
48,63,16,6.4,23,96,62,blackgram
115,81,46,5.9,27,194,74,banana
2,58,22,6.5,32,77,64,mungbean
113,18,46,6.6,20,100,72,muskmelon
23,29,33,7.2,20,137,73,mango
40,27,14,6.5,29,130,65,orange
23,60,25,6.2,21,79,69,kidneybeans
45,66,18,6.5,32,85,68,blackgram
31,140,204,6.8,13,61,64,grapes
118,12,52,6,20,59,77,watermelon
103,8,49,6.5,20,77,73,muskmelon
80,41,22,6.1,25,61,59,maize
4,26,32,7.4,24,179,70,coconut
16,76,18,5.9,35,86,69,pigeonpeas
16,65,22,6.5,24,70,62,lentil
82,39,21,6,23,59,50,maize
15,12,12,6.1,21,138,63,orange
96,58,41,5.9,30,138,77,rice
112,59,22,6.8,24,63,68,cotton
119,8,48,6.7,20,74,75,watermelon
5,131,197,6.3,16,35,63,grapes
33,5,9,6.5,21,82,60,orange
6,14,35,6.3,28,81,61,pomegranate
13,5,6,6.3,29,106,68,orange
13,70,21,7,24,96,69,kidneybeans
25,68,25,6.1,28,86,63,pigeonpeas
116,53,23,6.1,23,56,69,cotton
7,12,25,7.2,30,173,73,coconut
16,60,25,6.9,20,52,67,kidneybeans
7,38,24,6.9,31,68,62,mothbeans
18,124,195,6,6,101,66,apple
21,73,20,6.2,22,86,61,pigeonpeas
35,60,19,6.6,29,50,64,lentil
4,30,28,6.3,24,124,72,mango
11,52,15,6.8,31,83,61,mungbean
111,26,45,6.1,20,87,70,watermelon
21,27,14,6.8,22,81,64,orange
121,52,20,6.8,26,80,63,cotton
26,80,19,6.3,33,51,70,blackgram
37,51,21,6.8,35,85,65,mungbean
95,95,54,6.6,30,180,70,banana
122,43,15,6.5,22,62,63,cotton
106,80,53,5.9,24,157,74,banana
83,36,16,6.3,20,92,52,maize
39,75,19,6.1,32,79,63,blackgram
29,59,24,6,25,96,67,mothbeans
80,40,15,6.2,22,97,52,maize
35,140,204,6.8,13,55,66,grapes
106,76,46,5.6,24,165,75,banana
23,138,205,7,9,140,67,apple
4,130,199,6,18,46,63,grapes
40,30,30,6.9,31,177,70,coconut
85,54,25,6.9,23,88,58,maize
1,23,31,6.8,27,182,78,mango
105,43,25,6.5,23,74,64,cotton
83,88,45,6.4,23,160,73,banana
48,57,51,6.1,26,145,72,papaya
20,76,19,6,26,75,60,pigeonpeas
6,140,203,6.8,20,57,64,grapes
35,46,15,6.3,21,62,70,mungbean
37,35,30,6.1,30,199,76,mango
24,67,77,6.1,29,98,61,chickpea
76,58,22,6.1,20,99,56,maize
21,79,15,6.3,23,98,70,kidneybeans
94,95,48,6.5,21,200,70,banana
31,123,198,6.6,17,91,64,grapes
18,29,10,6.7,25,142,69,orange
116,14,46,6.4,20,73,70,watermelon
70,38,45,6.4,26,129,75,rice
55,64,22,7.3,21,52,65,blackgram
32,76,23,7.2,30,64,61,blackgram
38,41,25,6.5,26,61,61,mungbean
116,86,53,6.9,26,172,72,banana
44,45,46,6.9,24,135,78,papaya
36,122,197,6.6,9,136,62,apple
83,17,46,6.4,20,52,72,watermelon
106,18,52,6.2,20,81,72,watermelon
29,64,15,6.8,34,83,68,blackgram
35,29,44,6.6,29,55,60,pomegranate
110,47,21,6,24,100,69,cotton
4,138,198,6.2,9,122,69,apple
38,57,21,6.6,24,78,66,lentil
1,125,202,6,12,94,61,grapes
106,50,18,6.9,23,70,65,cotton
24,13,15,6.5,27,132,67,orange
49,64,79,6.9,20,61,67,chickpea
18,70,21,6.1,24,59,69,lentil
9,30,35,6.4,28,172,79,mango
50,61,19,6,21,100,64,blackgram
97,8,52,6.5,20,67,72,muskmelon
90,21,47,6.5,20,86,71,watermelon
86,26,49,6.3,20,96,78,watermelon
91,11,50,6.9,20,57,78,muskmelon
3,138,197,6.9,5,150,69,apple
56,59,54,6.4,30,101,72,papaya
3,16,32,7.5,34,188,75,coconut
41,55,49,6.2,24,133,78,papaya
38,132,201,6.5,10,47,67,grapes
27,25,36,6.4,38,96,68,pomegranate
22,129,202,6.1,18,55,62,grapes
112,40,21,6.8,24,77,66,cotton
53,66,54,6.9,22,91,78,papaya
42,63,47,6.9,23,121,72,papaya
36,134,200,6.8,5,137,64,apple
107,39,19,6.5,23,53,69,cotton
15,69,22,6.6,24,74,67,lentil
75,58,19,6.7,29,92,59,maize
29,59,24,6,21,73,70,pigeonpeas
23,138,202,6.4,8,142,62,apple
22,73,21,7,28,60,69,kidneybeans
97,12,53,6.5,20,74,70,watermelon
39,51,24,6.1,35,68,67,mungbean
34,17,28,6.7,22,137,72,mango
9,18,29,6.6,29,185,72,mango
21,10,33,7.4,23,166,77,coconut
13,132,202,6.3,7,101,61,apple
97,36,24,7.1,28,71,56,maize
118,18,51,6,20,70,74,muskmelon
19,29,8,6.1,29,141,70,orange
9,57,19,6.5,27,99,68,mungbean
33,55,79,6.5,22,61,69,chickpea
32,51,45,6.2,21,142,74,papaya
40,140,201,6.1,7,84,69,apple
20,22,35,7.1,35,159,74,coconut
8,43,15,6.1,24,51,63,mungbean
10,129,197,6.9,6,140,66,apple
2,8,10,6.3,21,91,61,orange
49,55,51,6.5,25,124,80,papaya
34,79,20,6.9,23,71,60,lentil
88,76,47,5.8,29,155,70,banana
18,7,9,6.3,26,75,66,orange
80,70,46,5.5,22,185,76,banana
26,32,32,6.1,23,126,76,mango
5,125,204,6.1,5,117,67,apple
52,61,84,7,28,67,65,chickpea
108,14,51,6.7,20,85,73,muskmelon
119,28,53,6.4,20,81,73,muskmelon
91,72,50,5.6,25,175,78,banana
115,35,16,6.6,30,94,64,cotton
11,5,6,6.7,26,97,61,orange
97,52,39,6.5,28,147,78,rice
83,48,20,6.7,25,75,52,maize
30,38,24,7.2,25,93,64,mothbeans
53,77,83,6.6,23,39,61,chickpea
108,22,54,6,20,63,70,muskmelon
5,11,30,6,23,150,71,coconut
114,10,50,6.2,20,76,71,muskmelon
14,73,21,6.4,20,93,65,kidneybeans
127,37,25,6.4,21,57,68,cotton
40,6,15,6.2,29,133,66,orange
22,14,30,7.2,30,174,70,coconut
31,140,200,6.9,10,76,65,apple
33,28,12,6.4,28,97,66,orange
72,36,39,7,24,110,71,rice
110,10,52,6.3,20,66,80,watermelon
44,70,82,6.2,23,83,63,chickpea
84,12,55,6.5,20,66,75,watermelon
111,13,54,6.3,20,75,70,watermelon
7,20,14,6.1,29,105,68,orange
9,127,198,6.3,12,62,70,grapes
33,60,47,6.3,20,87,80,papaya
81,86,50,6.8,25,172,78,banana
113,29,51,6.2,20,90,76,muskmelon
64,38,43,6.1,21,106,72,rice
83,22,47,6.4,20,79,77,muskmelon
9,132,196,6.2,10,128,66,apple
38,36,25,7.1,30,145,79,mango
20,128,195,6.2,14,51,62,grapes
80,52,15,7.3,24,96,58,maize
9,123,197,6.6,14,28,66,grapes
30,18,33,6.7,21,116,70,mango
35,75,21,6.4,21,61,70,kidneybeans
18,73,24,6.8,29,78,60,lentil
29,39,23,6.2,21,97,63,mungbean
15,73,20,6.1,23,66,64,kidneybeans
111,74,45,5.5,25,159,75,banana
27,61,17,7.4,29,64,69,blackgram
78,56,15,6.8,20,54,52,maize
65,49,25,7.5,27,54,56,maize
9,80,23,6.1,21,98,68,lentil
109,40,25,6.7,26,85,63,cotton
4,59,18,7.5,32,100,66,mothbeans
16,20,34,7.4,26,168,76,mango
32,137,200,6.7,10,139,68,apple
117,6,50,6.8,20,55,80,muskmelon
132,41,21,6.1,23,74,66,cotton
61,63,50,6.4,27,114,71,papaya
30,54,17,6.6,33,97,64,mungbean
88,45,23,7.3,27,87,60,maize
26,75,21,6.5,21,84,65,blackgram
38,16,44,6.1,40,74,65,pomegranate
40,125,195,6.8,20,37,68,grapes
38,56,78,6.4,26,78,67,chickpea
110,92,50,6.2,24,199,73,banana
87,72,49,6.7,23,191,70,banana
121,44,16,6.5,29,83,62,cotton
2,22,30,7.4,29,195,78,coconut
101,85,47,5.8,22,198,75,banana
3,124,205,6.9,6,146,69,apple
86,38,22,7.4,24,96,60,maize
40,19,37,7,37,94,68,pomegranate
32,63,15,6.1,34,73,63,pigeonpeas
17,40,35,6,31,138,76,mango
23,65,79,6.2,30,93,62,chickpea
30,9,10,6.9,21,114,65,orange
80,54,20,6.4,24,85,60,maize
34,76,25,6.5,29,76,68,lentil
132,48,18,6.5,28,60,67,cotton
107,47,20,6.6,20,98,70,cotton
5,37,27,6.9,25,150,78,mango
31,30,9,6.4,23,143,69,orange
11,14,31,6.7,28,191,78,coconut
83,16,55,6.5,20,52,71,muskmelon
7,31,34,6.8,30,112,75,mango
59,61,85,6.2,21,96,60,chickpea
47,62,21,6.9,35,59,64,blackgram
25,63,15,5.7,26,97,64,pigeonpeas
5,132,204,6.1,9,113,62,apple
20,145,196,6.4,6,113,68,apple
14,21,37,6,37,53,67,pomegranate
5,25,30,6.4,24,161,70,mango
29,17,30,7.1,23,153,79,mango
30,7,27,6.7,27,164,74,coconut
7,72,24,7,26,55,70,pigeonpeas
58,65,19,6.2,35,55,61,blackgram
3,72,24,6.7,28,88,60,pigeonpeas
26,52,18,7.1,27,63,60,mothbeans
85,15,47,6.3,20,85,76,muskmelon
21,132,196,6.2,10,59,66,grapes
10,14,15,6.8,23,101,66,orange
29,61,20,6.2,20,54,66,kidneybeans
128,35,21,6.5,25,76,70,cotton
7,77,23,7.5,33,71,70,pigeonpeas
77,49,22,6.1,20,88,52,maize
2,60,16,6.4,27,66,60,pigeonpeas
55,70,23,6.3,23,93,70,blackgram
86,21,53,6.4,20,53,71,muskmelon
18,78,17,6.8,25,82,65,lentil
55,58,85,6.7,22,81,60,chickpea
4,55,19,7,27,59,63,mothbeans
37,58,16,6.3,32,56,68,mothbeans
66,53,46,6.5,23,81,79,papaya
17,59,15,6.9,28,72,65,kidneybeans
102,80,45,6.6,27,171,76,banana
40,21,45,6.7,29,91,68,pomegranate
9,69,15,6.1,29,100,63,kidneybeans
13,12,26,6.4,20,175,78,coconut
3,69,21,6.5,24,61,69,lentil
75,56,38,6,35,124,80,rice
84,42,37,5.9,28,128,70,rice
21,69,16,7,30,94,66,blackgram
3,18,30,7.1,20,186,74,mango
15,139,200,6.6,14,41,64,grapes
34,21,28,6.9,33,179,79,coconut
36,55,23,6.3,24,53,61,kidneybeans
30,16,9,7,29,115,64,orange
31,11,12,6.3,20,150,65,orange
24,6,35,6.3,29,61,69,pomegranate
17,44,23,7.5,28,67,64,mothbeans
3,23,38,6.5,25,97,70,pomegranate
116,30,52,6.6,20,54,78,watermelon
60,58,48,6.5,27,90,80,papaya
29,22,29,6.6,30,104,79,mango
38,78,22,6.3,21,54,62,kidneybeans
4,142,201,6.8,17,87,64,grapes
3,130,197,6.5,10,83,62,apple
4,20,32,6.6,20,185,78,mango
63,37,36,6.8,21,106,78,rice
56,55,85,6.2,30,79,63,chickpea
9,62,23,6.8,27,81,61,kidneybeans
11,72,19,6.2,23,89,68,kidneybeans
26,71,22,6.7,22,63,64,lentil
2,26,41,6.3,28,53,64,pomegranate
40,56,17,6.3,28,99,70,kidneybeans
22,136,200,6.5,6,135,63,apple
126,50,16,6.3,30,85,63,cotton
54,67,84,7.3,26,87,60,chickpea
108,60,20,6.8,27,77,61,cotton
12,58,16,6.8,25,62,61,mungbean
90,39,23,6.2,30,63,58,maize
35,80,16,6.4,28,72,62,kidneybeans
103,49,23,6.8,21,90,61,cotton
106,86,46,5.8,23,167,73,banana
113,9,45,6.8,20,81,70,watermelon
107,88,54,5.9,24,159,74,banana
24,55,19,6.5,20,83,64,mungbean
86,80,49,6.2,24,151,75,banana
24,39,35,6.4,35,105,71,mango
87,60,23,6.2,24,85,60,maize
0,61,18,6.5,25,97,68,pigeonpeas
109,29,51,6.1,20,82,79,muskmelon
83,6,48,6.2,20,51,70,muskmelon
39,56,52,6.4,25,96,76,papaya
9,78,15,6.8,27,84,69,lentil
105,9,54,6.7,20,58,80,watermelon
15,70,24,5.8,35,58,66,pigeonpeas
1,41,15,6.3,24,58,66,mungbean
52,57,55,6.2,26,85,74,papaya
6,64,21,6.1,29,69,66,lentil
39,63,23,6.4,22,68,61,lentil
115,37,24,6.9,21,85,70,cotton
24,58,15,7.2,35,96,66,pigeonpeas
56,75,82,6.6,29,37,68,chickpea
26,30,28,6.5,23,163,75,mango
9,67,16,5.9,21,92,65,pigeonpeas
40,77,18,7,23,59,62,lentil
104,92,54,6.2,28,150,78,banana
113,27,48,6.4,20,51,74,watermelon
8,122,198,6.8,6,141,67,apple
0,43,15,6.9,26,76,68,mothbeans
7,37,25,7.1,33,183,75,mango
17,36,29,7.2,33,138,75,mango
59,72,75,7,23,98,64,chickpea
110,16,46,6.6,20,92,75,muskmelon
37,59,22,6.9,25,95,69,lentil
54,59,50,6.3,29,109,71,papaya
21,68,16,6.6,21,79,63,lentil
19,14,26,6.2,34,197,75,coconut
21,60,23,7.3,33,69,62,blackgram
109,14,46,6.6,20,63,72,muskmelon
94,19,48,6.8,20,56,72,watermelon
93,25,52,6.7,20,74,78,muskmelon
117,80,53,6.1,21,151,79,banana
0,80,15,7.4,31,95,61,pigeonpeas
1,66,18,6,21,60,65,lentil
2,62,17,6.2,30,92,70,kidneybeans
62,49,45,6.7,22,110,77,papaya
87,40,18,7.4,30,82,51,maize
34,45,50,7,29,117,75,papaya
32,72,23,6.2,29,77,64,lentil
49,51,52,6.3,30,122,70,papaya
116,27,53,6.3,20,69,74,watermelon
30,62,19,6.4,34,81,68,pigeonpeas
8,66,23,6.9,21,62,69,kidneybeans
34,61,21,6.5,21,62,65,kidneybeans
16,133,204,6.9,8,112,62,apple
90,59,39,6.7,27,146,80,rice
99,27,54,6.7,20,80,74,watermelon
6,122,196,7,13,78,70,grapes
28,134,205,6.6,5,121,65,apple
84,58,20,7.4,25,98,56,maize
21,80,25,7.5,28,72,66,pigeonpeas
109,49,20,6.6,28,74,62,cotton
19,58,22,7,28,50,68,mothbeans
0,64,21,6.1,27,51,69,lentil
92,44,24,6.6,29,57,50,maize
26,28,5,6.1,28,142,61,orange
37,144,203,6.5,12,99,61,grapes
76,43,41,6.7,33,148,80,rice
19,35,18,7.2,30,62,65,mothbeans
133,44,20,6.3,29,56,68,cotton
112,17,49,6.6,20,79,78,watermelon
25,11,45,6.3,20,98,67,pomegranate
15,24,6,6.7,28,127,70,orange
37,15,33,6.2,34,185,71,mango
80,8,53,6.7,20,62,73,muskmelon
119,50,20,6.3,25,63,60,cotton
109,35,22,6.2,21,79,65,cotton
91,9,48,6.9,20,82,71,watermelon
27,37,19,6.9,20,79,61,mungbean
35,7,28,6.6,31,152,75,coconut
15,15,32,7.4,23,157,72,coconut
66,69,52,6.9,25,128,80,papaya
21,78,16,6.9,35,52,66,blackgram
2,22,27,6.2,26,175,76,mango
7,29,41,6.4,33,85,64,pomegranate
20,36,31,6.9,31,179,73,mango
9,130,195,7,15,61,63,grapes
133,48,24,6.7,29,65,62,cotton
6,55,22,6.3,30,95,70,lentil
25,7,10,6.1,29,113,68,orange
21,80,15,6.2,27,87,61,lentil
39,10,45,6.7,25,88,62,pomegranate
104,37,15,6.7,22,59,62,cotton
119,60,18,6,27,78,68,cotton
8,63,24,6.2,29,69,67,lentil
100,46,38,5.5,29,131,76,rice
1,75,24,6.2,25,89,60,lentil
36,133,205,6.4,8,119,63,apple
29,41,25,6.5,26,78,62,mungbean
45,58,46,6.2,24,146,72,papaya
33,52,23,6.1,25,84,61,mungbean
14,76,17,6.7,25,87,66,pigeonpeas
4,78,19,6,29,51,68,lentil
9,78,25,6.8,25,82,68,kidneybeans
29,136,203,6.9,17,45,62,grapes
4,63,22,6.2,27,61,69,lentil
6,64,21,6.1,26,90,62,lentil
39,145,195,6.8,9,75,65,apple
52,67,22,7.4,32,63,64,blackgram
18,24,7,6.8,23,128,65,orange
5,22,32,6,32,199,71,mango
47,66,77,7.3,27,66,60,chickpea
9,20,31,6.4,26,179,76,mango
2,23,41,6.3,20,95,61,pomegranate
20,56,23,6.1,24,71,61,pigeonpeas
19,57,20,6.5,26,75,66,pigeonpeas
34,60,22,6.2,20,78,61,pigeonpeas
14,120,197,6.6,13,95,70,grapes
70,66,52,6,21,95,75,papaya
31,71,17,7,23,61,69,blackgram
33,76,23,6.1,27,69,70,kidneybeans
7,19,45,6.2,22,90,62,pomegranate
32,131,197,7,8,109,65,apple
90,37,22,6.7,29,78,57,maize
93,81,48,7,24,169,71,banana
138,56,23,7,28,68,62,cotton
103,44,23,7,30,91,63,cotton
25,28,40,6.5,32,100,60,pomegranate
88,27,46,7,20,50,79,watermelon
28,39,17,7.1,24,100,62,mothbeans
8,136,196,6.6,6,87,65,apple
4,39,31,6.9,31,171,74,mango
108,56,16,6.4,23,89,64,cotton
103,54,15,6,23,79,61,cotton
133,55,24,6.1,26,60,60,cotton
39,17,13,6.7,22,82,70,orange
112,87,52,5.5,21,195,79,banana
32,71,82,6.3,28,70,61,chickpea
92,79,46,6.6,27,151,78,banana
32,71,20,6.1,30,85,62,lentil
37,28,35,6.9,24,199,80,coconut
125,59,23,6.1,26,67,60,cotton
88,50,22,6.3,27,51,55,maize
19,62,16,6.5,20,99,67,lentil
34,8,15,6.2,25,89,65,orange
74,49,40,5.8,34,114,79,rice
22,75,83,6.7,21,98,68,chickpea
74,53,20,6.9,21,72,50,maize
7,132,197,6.9,6,125,67,apple
26,75,19,6,20,90,70,pigeonpeas
115,36,24,6,24,88,61,cotton
51,74,20,6.7,32,80,68,blackgram
11,49,18,6.5,23,99,61,mothbeans
134,42,18,6.3,26,78,70,cotton
116,82,47,5.8,25,195,72,banana
21,40,28,7.3,29,156,76,mango
22,65,25,7.3,35,69,67,pigeonpeas
112,83,55,6.5,22,191,75,banana
18,42,17,7.3,26,72,70,mothbeans
39,125,195,6.6,7,75,61,apple
10,77,17,6.5,25,68,70,kidneybeans
55,63,76,7.2,30,49,68,chickpea
106,22,49,6.8,20,76,77,watermelon
59,64,22,6.4,27,77,68,blackgram
11,123,200,6.2,18,91,67,grapes
136,42,19,6.2,25,93,67,cotton
16,35,17,6.6,21,53,68,mungbean
19,54,25,6.8,23,89,64,mothbeans
39,76,23,6.6,21,73,67,kidneybeans
0,58,21,6.1,31,66,68,pigeonpeas
64,37,43,5.6,35,137,76,rice
84,17,52,6.2,20,57,75,watermelon
27,43,25,6.5,32,98,69,mothbeans
0,62,24,7.3,21,53,69,pigeonpeas
32,77,21,6.2,25,80,67,lentil
102,36,24,6.3,25,74,62,cotton
21,77,82,6,30,25,60,chickpea
36,30,8,6.8,21,137,64,orange
39,38,34,6.7,26,122,79,mango
37,15,45,6.4,25,57,64,pomegranate
24,142,204,6.3,10,135,63,apple
0,9,30,6.2,21,182,79,coconut
42,63,51,6.2,30,144,73,papaya
34,138,199,6.1,15,30,66,grapes
92,43,17,6,28,94,58,maize
26,37,22,6.2,20,65,60,mungbean
